Date,Occupancy,Temp_C,Energy_kWh,Cost_CAD
2016-09-16,274,18.4,6168.24,925.24
2016-09-17,242,21.8,5942.89,891.43
2016-09-18,235,23.2,5659.96,848.99
2016-09-19,247,29.9,6517.26,977.59
2016-09-20,249,15.3,5818.89,872.83
2016-09-21,264,25.7,6302.89,945.43
2016-09-22,222,24.7,5327.34,799.1
2016-09-23,269,17.5,6387.32,958.1
2016-09-24,243,21.1,5975.82,896.37
2016-09-25,239,18.2,5666.81,850.02
2016-09-26,229,20.6,5308.69,796.3
2016-09-27,219,25.6,5736.93,860.54
2016-09-28,255,21.7,5660.91,849.14
2016-09-29,243,21.1,5818.23,872.73
2016-09-30,222,17.0,5592.73,838.91
2016-10-01,221,12.5,5534.78,830.22
2016-10-02,235,17.4,5835.65,875.35
2016-10-03,264,22.8,6092.84,913.93
2016-10-04,234,11.5,6004.01,900.6
2016-10-05,215,13.1,5587.17,838.07
2016-10-06,232,17.6,5423.67,813.55
2016-10-07,231,12.9,5913.48,887.02
2016-10-08,194,13.3,5316.11,797.42
2016-10-09,232,14.5,5493.83,824.08
2016-10-10,229,10.5,6056.3,908.44
2016-10-11,242,11.7,6247.64,937.15
2016-10-12,258,18.2,5902.81,885.42
2016-10-13,246,9.8,6385.21,957.78
2016-10-14,224,8.4,5909.75,886.46
2016-10-15,210,11.9,5531.25,829.69
2016-10-16,264,17.1,5877.43,881.61
2016-10-17,226,13.1,5951.06,892.66
2016-10-18,224,11.7,5629.3,844.39
2016-10-19,222,13.4,5757.69,863.65
2016-10-20,224,5.9,5920.48,888.07
2016-10-21,218,14.6,5482.81,822.42
2016-10-22,210,13.9,5656.23,848.43
2016-10-23,209,10.4,5590.73,838.61
2016-10-24,216,15.7,5419.64,812.95
2016-10-25,207,6.9,5953.69,893.05
2016-10-26,203,15.6,5589.31,838.4
2016-10-27,214,11.4,5751.05,862.66
2016-10-28,207,9.1,5584.95,837.74
2016-10-29,232,10.1,5826.01,873.9
2016-10-30,168,9.4,5272.27,790.84
2016-10-31,223,14.4,5660.9,849.14
2016-11-01,224,4.9,5902.47,885.37
2016-11-02,173,5.9,5580.98,837.15
2016-11-03,198,12.8,5437.98,815.7
2016-11-04,196,5.9,5454.41,818.16
2016-11-05,179,11.6,5138.51,770.78
2016-11-06,187,14.5,5156.27,773.44
2016-11-07,180,5.8,5539.49,830.92
2016-11-08,222,9.8,6093.62,914.04
2016-11-09,208,2.1,6043.0,906.45
2016-11-10,212,9.5,5593.34,839.0
2016-11-11,202,7.0,5761.15,864.17
2016-11-12,173,7.7,5335.09,800.26
2016-11-13,180,3.0,5725.0,858.75
2016-11-14,194,-1.4,6106.65,916.0
2016-11-15,167,7.0,5541.29,831.19
2016-11-16,194,-3.6,6115.11,917.27
2016-11-17,179,3.1,5906.08,885.91
2016-11-18,175,7.8,5541.11,831.17
2016-11-19,190,4.5,5604.29,840.64
2016-11-20,184,11.3,5675.76,851.36
2016-11-21,171,7.3,5435.97,815.4
2016-11-22,192,0.3,5797.24,869.59
2016-11-23,157,2.7,5693.1,853.96
2016-11-24,181,2.2,6034.94,905.24
2016-11-25,179,-4.3,5986.16,897.92
2016-11-26,164,-2.0,5655.01,848.25
2016-11-27,172,-0.7,5732.72,859.91
2016-11-28,147,-6.9,5881.11,882.17
2016-11-29,178,1.2,5928.14,889.22
2016-11-30,159,-0.3,5687.92,853.19
2016-12-01,153,-6.2,5822.77,873.42
2016-12-02,175,1.8,5901.09,885.16
2016-12-03,147,2.8,5290.98,793.65
2016-12-04,135,0.6,5466.03,819.9
2016-12-05,131,-1.9,5336.73,800.51
2016-12-06,162,1.5,5616.51,842.48
2016-12-07,132,1.6,5214.91,782.24
2016-12-08,176,-0.1,5763.59,864.54
2016-12-09,117,-4.9,5310.39,796.56
2016-12-10,172,-0.7,5958.62,893.79
2016-12-11,148,2.8,5240.01,786.0
2016-12-12,142,-4.6,5508.78,826.32
2016-12-13,134,5.9,5379.08,806.86
2016-12-14,147,-4.8,5826.31,873.95
2016-12-15,139,-2.8,5147.22,772.08
2016-12-16,154,-5.8,5714.2,857.13
2016-12-17,138,-2.4,5207.4,781.11
2016-12-18,137,-10.5,5689.16,853.37
2016-12-19,128,-5.9,5060.26,759.04
2016-12-20,131,-8.3,5649.19,847.38
2016-12-21,135,-3.6,5328.22,799.23
2016-12-22,103,-0.4,5026.39,753.96
2016-12-23,107,-1.9,4886.7,733.0
2016-12-24,137,-14.2,6009.23,901.38
2016-12-25,127,3.3,5043.04,756.46
2016-12-26,121,-3.9,5589.74,838.46
2016-12-27,122,-8.3,5787.13,868.07
2016-12-28,126,-4.7,5574.52,836.18
2016-12-29,111,-4.8,5253.94,788.09
2016-12-30,106,-8.4,5706.92,856.04
2016-12-31,120,-5.0,5174.23,776.13
2017-01-01,101,-8.4,5148.64,772.3
2017-01-02,120,-7.7,5515.85,827.38
2017-01-03,87,-9.0,5576.85,836.53
2017-01-04,127,-12.1,5768.62,865.29
2017-01-05,117,-5.9,5388.01,808.2
2017-01-06,113,-4.3,5083.54,762.53
2017-01-07,123,-4.7,5564.6,834.69
2017-01-08,132,-3.6,5610.26,841.54
2017-01-09,121,-5.7,5564.12,834.62
2017-01-10,77,-9.2,5048.18,757.23
2017-01-11,84,-3.8,4867.34,730.1
2017-01-12,93,-12.7,5273.45,791.02
2017-01-13,101,-10.9,5485.61,822.84
2017-01-14,108,-11.3,5399.52,809.93
2017-01-15,88,-3.2,4810.39,721.56
2017-01-16,101,-3.8,5087.81,763.17
2017-01-17,85,-5.7,4994.9,749.23
2017-01-18,87,-3.4,4906.03,735.9
2017-01-19,74,-11.3,5273.86,791.08
2017-01-20,80,-6.4,5059.94,758.99
2017-01-21,73,-8.3,5018.61,752.79
2017-01-22,77,-4.5,4958.05,743.71
2017-01-23,107,-8.4,5271.55,790.73
2017-01-24,76,-9.5,5160.38,774.06
2017-01-25,129,-5.8,5558.04,833.71
2017-01-26,96,-4.5,4903.93,735.59
2017-01-27,90,-10.7,5494.29,824.14
2017-01-28,74,-8.2,4935.71,740.36
2017-01-29,97,-12.2,5502.56,825.38
2017-01-30,77,-18.0,5712.63,856.89
2017-01-31,86,-7.2,5285.16,792.77
2017-02-01,122,-5.5,5455.28,818.29
2017-02-02,82,-6.9,5037.29,755.59
2017-02-03,100,-15.7,5819.74,872.96
2017-02-04,71,-9.3,5185.17,777.78
2017-02-05,81,-16.7,5430.75,814.61
2017-02-06,107,-2.3,5029.57,754.43
2017-02-07,71,-12.1,4899.89,734.98
2017-02-08,107,-2.7,5188.06,778.21
2017-02-09,90,-3.9,5027.2,754.08
2017-02-10,70,-11.2,5329.59,799.44
2017-02-11,88,-12.1,5440.78,816.12
2017-02-12,92,-6.1,5358.82,803.82
2017-02-13,87,-10.8,5213.12,781.97
2017-02-14,60,-6.9,5030.79,754.62
2017-02-15,66,-9.1,4945.12,741.77
2017-02-16,73,-14.2,5444.1,816.62
2017-02-17,75,-15.9,5206.1,780.92
2017-02-18,85,-6.0,5118.25,767.74
2017-02-19,78,-9.1,4848.79,727.32
2017-02-20,60,-8.9,4910.79,736.62
2017-02-21,81,-3.8,5007.28,751.09
2017-02-22,84,-1.8,4803.08,720.46
2017-02-23,83,-7.4,4967.67,745.15
2017-02-24,91,-7.6,5342.43,801.36
2017-02-25,87,-4.1,5000.46,750.07
2017-02-26,81,-11.3,5207.41,781.11
2017-02-27,73,-4.9,4912.09,736.81
2017-02-28,60,-3.4,5098.8,764.82
2017-03-01,81,-2.7,5066.68,760.0
2017-03-02,78,-13.0,5500.35,825.05
2017-03-03,79,-8.2,5182.78,777.42
2017-03-04,60,-8.5,4956.31,743.45
2017-03-05,60,-4.4,4388.0,658.2
2017-03-06,91,-2.7,4894.47,734.17
2017-03-07,75,1.6,4565.11,684.77
2017-03-08,86,-6.2,4821.53,723.23
2017-03-09,76,-6.0,4815.99,722.4
2017-03-10,76,0.7,4387.16,658.07
2017-03-11,90,-2.5,4970.1,745.51
2017-03-12,69,1.6,4694.19,704.13
2017-03-13,78,-2.1,4998.73,749.81
2017-03-14,70,-7.7,5061.65,759.25
2017-03-15,71,-8.1,4887.4,733.11
2017-03-16,73,-8.8,4792.52,718.88
2017-03-17,82,0.3,4504.81,675.72
2017-03-18,72,2.6,4368.0,655.2
2017-03-19,98,5.5,4568.71,685.31
2017-03-20,66,1.7,4512.67,676.9
2017-03-21,78,3.2,4442.26,666.34
2017-03-22,74,-3.5,4906.11,735.92
2017-03-23,103,-5.6,5217.68,782.65
2017-03-24,85,2.7,4692.8,703.92
2017-03-25,98,1.2,5065.3,759.8
2017-03-26,61,0.2,4373.15,655.97
2017-03-27,88,1.6,4834.55,725.18
2017-03-28,98,1.6,4874.51,731.18
2017-03-29,87,5.7,4526.36,678.95
2017-03-30,102,6.0,4852.71,727.91
2017-03-31,79,3.3,4733.35,710.0
2017-04-01,109,4.8,4708.06,706.21
2017-04-02,123,3.7,5017.12,752.57
2017-04-03,84,0.1,4840.26,726.04
2017-04-04,84,5.2,4525.42,678.81
2017-04-05,113,-3.1,5333.19,799.98
2017-04-06,116,7.0,4865.68,729.85
2017-04-07,85,-1.7,5164.79,774.72
2017-04-08,88,4.5,4412.49,661.87
2017-04-09,91,0.3,4845.74,726.86
2017-04-10,76,6.1,4305.51,645.83
2017-04-11,83,4.1,4698.45,704.77
2017-04-12,83,-1.9,4632.97,694.94
2017-04-13,88,6.5,4603.89,690.58
2017-04-14,100,2.8,4749.8,712.47
2017-04-15,105,8.9,4510.61,676.59
2017-04-16,126,5.7,4769.11,715.37
2017-04-17,89,7.6,4443.32,666.5
2017-04-18,120,2.5,5231.17,784.68
2017-04-19,103,4.3,4806.27,720.94
2017-04-20,107,5.1,4908.95,736.34
2017-04-21,119,10.6,4939.98,741.0
2017-04-22,93,14.2,4295.33,644.3
2017-04-23,117,4.6,4856.98,728.55
2017-04-24,115,12.5,4637.27,695.59
2017-04-25,121,-0.2,5119.03,767.85
2017-04-26,119,4.0,4914.52,737.18
2017-04-27,153,5.2,5062.91,759.44
2017-04-28,108,4.0,5014.27,752.14
2017-04-29,111,3.4,4876.59,731.49
2017-04-30,111,11.7,4588.47,688.27
2017-05-01,113,9.5,4525.7,678.85
2017-05-02,113,12.1,4625.72,693.86
2017-05-03,142,13.7,4680.61,702.09
2017-05-04,147,12.3,4888.7,733.31
2017-05-05,118,14.2,4652.65,697.9
2017-05-06,116,11.6,4735.62,710.34
2017-05-07,137,7.4,5021.49,753.22
2017-05-08,123,16.7,4226.28,633.94
2017-05-09,142,10.4,5390.97,808.65
2017-05-10,137,9.3,5200.04,780.01
2017-05-11,113,12.7,4644.46,696.67
2017-05-12,160,10.0,5035.19,755.28
2017-05-13,165,12.3,5080.84,762.13
2017-05-14,131,15.7,4508.73,676.31
2017-05-15,136,16.0,4818.04,722.71
2017-05-16,147,11.3,4994.2,749.13
2017-05-17,150,13.2,4781.49,717.22
2017-05-18,156,19.8,4767.39,715.11
2017-05-19,178,17.8,5237.18,785.58
2017-05-20,146,24.4,5076.19,761.43
2017-05-21,139,21.1,4888.75,733.31
2017-05-22,131,21.2,4689.05,703.36
2017-05-23,143,11.4,4871.04,730.66
2017-05-24,155,20.3,4341.27,651.19
2017-05-25,184,17.3,5176.57,776.49
2017-05-26,151,15.6,4803.85,720.58
2017-05-27,163,18.7,4932.5,739.87
2017-05-28,161,22.1,4898.58,734.79
2017-05-29,181,20.6,4901.56,735.23
2017-05-30,202,15.4,5432.78,814.92
2017-05-31,158,22.1,4953.83,743.07
2017-06-01,160,16.9,4982.35,747.35
2017-06-02,185,20.6,5284.49,792.67
2017-06-03,181,18.7,5191.11,778.67
2017-06-04,200,19.3,5238.5,785.77
2017-06-05,183,23.5,5149.83,772.47
2017-06-06,170,16.5,4998.67,749.8
2017-06-07,186,28.7,5599.16,839.87
2017-06-08,195,13.9,5491.17,823.68
2017-06-09,192,19.0,5312.55,796.88
2017-06-10,189,23.2,5507.81,826.17
2017-06-11,199,24.2,5713.97,857.1
2017-06-12,202,21.7,5332.95,799.94
2017-06-13,207,22.1,4798.0,719.7
2017-06-14,197,24.2,5546.46,831.97
2017-06-15,186,21.9,5071.94,760.79
2017-06-16,193,28.6,5526.15,828.92
2017-06-17,210,26.6,5614.85,842.23
2017-06-18,181,26.9,5328.76,799.31
2017-06-19,200,19.8,5391.84,808.78
2017-06-20,190,23.5,5000.98,750.15
2017-06-21,198,22.8,5117.34,767.6
2017-06-22,218,20.2,5540.47,831.07
2017-06-23,204,25.9,5650.33,847.55
2017-06-24,203,22.5,5427.73,814.16
2017-06-25,183,27.4,5334.06,800.11
2017-06-26,216,20.7,5321.26,798.19
2017-06-27,216,32.0,6067.55,910.13
2017-06-28,240,21.7,5755.98,863.4
2017-06-29,204,26.3,5814.94,872.24
2017-06-30,214,28.8,5573.51,836.03
2017-07-01,215,23.5,5460.65,819.1
2017-07-02,237,29.3,5962.83,894.42
2017-07-03,213,21.1,5188.66,778.3
2017-07-04,220,32.0,6330.18,949.53
2017-07-05,226,26.4,5908.41,886.26
2017-07-06,221,24.1,5668.06,850.21
2017-07-07,213,25.4,5753.21,862.98
2017-07-08,223,29.9,5989.4,898.41
2017-07-09,238,24.5,5744.45,861.67
2017-07-10,207,23.9,5770.36,865.55
2017-07-11,226,26.1,5771.11,865.67
2017-07-12,215,22.4,5567.77,835.17
2017-07-13,244,34.5,6625.04,993.76
2017-07-14,205,25.0,5227.87,784.18
2017-07-15,220,30.7,5781.54,867.23
2017-07-16,235,28.3,5978.08,896.71
2017-07-17,254,23.6,6070.09,910.51
2017-07-18,231,27.6,6087.05,913.06
2017-07-19,224,30.8,6274.08,941.11
2017-07-20,262,27.0,6100.5,915.08
2017-07-21,213,32.5,6394.74,959.21
2017-07-22,203,31.9,5854.63,878.19
2017-07-23,243,31.5,6423.6,963.54
2017-07-24,230,26.1,5842.74,876.41
2017-07-25,223,23.6,5560.96,834.14
2017-07-26,250,25.5,6213.1,931.97
2017-07-27,244,28.8,6087.99,913.2
2017-07-28,233,30.2,5981.78,897.27
2017-07-29,223,19.3,5544.5,831.67
2017-07-30,256,28.0,6200.58,930.09
2017-07-31,253,28.6,6785.42,1017.81
2017-08-01,243,26.9,6144.1,921.62
2017-08-02,272,33.1,6755.47,1013.32
2017-08-03,229,29.6,5944.81,891.72
2017-08-04,223,33.2,6023.0,903.45
2017-08-05,236,27.0,5827.82,874.17
2017-08-06,247,31.6,6457.88,968.68
2017-08-07,252,34.4,6913.62,1037.04
2017-08-08,245,33.0,6693.98,1004.1
2017-08-09,254,23.4,5929.75,889.46
2017-08-10,231,26.7,5852.87,877.93
2017-08-11,272,26.3,6340.25,951.04
2017-08-12,249,29.5,6226.09,933.91
2017-08-13,268,30.2,6815.02,1022.25
2017-08-14,257,24.1,5950.17,892.53
2017-08-15,259,27.6,6252.59,937.89
2017-08-16,261,19.2,5608.13,841.22
2017-08-17,259,32.9,6635.24,995.29
2017-08-18,262,25.0,6228.05,934.21
2017-08-19,273,27.2,6220.83,933.12
2017-08-20,256,25.6,5972.29,895.84
2017-08-21,264,31.3,6716.19,1007.43
2017-08-22,252,15.3,5656.58,848.49
2017-08-23,276,26.5,6515.42,977.31
2017-08-24,244,26.0,5904.75,885.71
2017-08-25,281,24.4,6200.65,930.1
2017-08-26,254,33.0,6450.67,967.6
2017-08-27,233,22.4,5703.21,855.48
2017-08-28,256,28.9,6701.54,1005.23
2017-08-29,244,27.1,6187.9,928.19
2017-08-30,267,30.6,6442.55,966.38
2017-08-31,245,22.7,5942.84,891.43
2017-09-01,248,22.3,5756.5,863.47
2017-09-02,226,29.4,6261.49,939.22
2017-09-03,247,26.6,6182.68,927.4
2017-09-04,218,18.5,5047.53,757.13
2017-09-05,230,22.4,5464.39,819.66
2017-09-06,265,25.9,6339.92,950.99
2017-09-07,265,27.5,6342.21,951.33
2017-09-08,260,21.2,5776.44,866.47
2017-09-09,238,12.1,5779.78,866.97
2017-09-10,252,25.6,5758.13,863.72
2017-09-11,252,18.5,5832.74,874.91
2017-09-12,235,15.1,6041.28,906.19
2017-09-13,274,11.6,6396.24,959.44
2017-09-14,264,26.0,6522.29,978.34
2017-09-15,247,23.0,5925.86,888.88
2017-09-16,251,21.4,5989.62,898.44
2017-09-17,253,27.6,6496.21,974.43
2017-09-18,219,24.3,5656.75,848.51
2017-09-19,245,28.0,6121.08,918.16
2017-09-20,238,15.7,5865.29,879.79
2017-09-21,233,20.9,5864.58,879.69
2017-09-22,243,14.4,5753.2,862.98
2017-09-23,273,19.7,5958.26,893.74
2017-09-24,255,19.3,5898.33,884.75
2017-09-25,237,22.6,5813.22,871.98
2017-09-26,253,20.0,5976.21,896.43
2017-09-27,265,22.0,5768.87,865.33
2017-09-28,257,22.1,6185.24,927.79
2017-09-29,243,27.6,6003.48,900.52
2017-09-30,232,17.5,5596.24,839.44
2017-10-01,251,14.7,5757.85,863.68
2017-10-02,246,19.2,6187.75,928.16
2017-10-03,252,14.7,5939.9,890.99
2017-10-04,248,23.6,5719.69,857.95
2017-10-05,253,16.2,5986.09,897.91
2017-10-06,228,14.8,5762.37,864.35
2017-10-07,255,14.9,5898.23,884.74
2017-10-08,237,19.4,5814.59,872.19
2017-10-09,264,15.6,5866.65,880.0
2017-10-10,222,13.4,5575.74,836.36
2017-10-11,257,22.3,5596.97,839.55
2017-10-12,233,11.9,5631.68,844.75
2017-10-13,219,15.2,5807.26,871.09
2017-10-14,221,17.4,5766.71,865.01
2017-10-15,222,7.9,5904.42,885.66
2017-10-16,232,16.1,5885.44,882.82
2017-10-17,232,9.6,5898.96,884.84
2017-10-18,215,16.8,5420.99,813.15
2017-10-19,222,9.4,5837.14,875.57
2017-10-20,253,15.7,5851.19,877.68
2017-10-21,246,17.0,5750.72,862.61
2017-10-22,225,15.8,5744.67,861.7
2017-10-23,218,13.0,5645.84,846.88
2017-10-24,218,10.8,5830.93,874.64
2017-10-25,224,9.1,6017.78,902.67
2017-10-26,198,17.0,5337.23,800.58
2017-10-27,208,8.0,5599.52,839.93
2017-10-28,186,6.3,5385.83,807.87
2017-10-29,216,12.8,5633.58,845.04
2017-10-30,218,6.7,5883.59,882.54
2017-10-31,200,5.7,5775.03,866.25
2017-11-01,229,3.5,6166.79,925.02
2017-11-02,186,7.0,5946.23,891.93
2017-11-03,181,8.3,5248.54,787.28
2017-11-04,205,9.3,5356.83,803.52
2017-11-05,216,11.8,5707.07,856.06
2017-11-06,224,9.8,5774.98,866.25
2017-11-07,190,6.6,5664.86,849.73
2017-11-08,212,6.3,5951.13,892.67
2017-11-09,194,8.8,5753.4,863.01
2017-11-10,190,11.6,5169.16,775.37
2017-11-11,204,6.7,5678.71,851.81
2017-11-12,200,4.0,5905.31,885.8
2017-11-13,165,1.6,5696.87,854.53
2017-11-14,209,-0.5,6467.22,970.08
2017-11-15,206,7.6,5883.41,882.51
2017-11-16,174,7.0,5424.78,813.72
2017-11-17,188,6.7,5460.13,819.02
2017-11-18,188,3.6,5649.34,847.4
2017-11-19,183,9.4,5329.29,799.39
2017-11-20,169,1.6,5722.91,858.44
2017-11-21,166,7.0,5385.54,807.83
2017-11-22,174,2.8,5424.23,813.64
2017-11-23,191,0.2,5851.2,877.68
2017-11-24,180,4.7,5729.23,859.38
2017-11-25,164,3.7,5527.84,829.18
2017-11-26,180,3.2,5750.33,862.55
2017-11-27,124,1.8,5196.45,779.47
2017-11-28,183,1.1,6036.17,905.42
2017-11-29,138,10.5,4930.51,739.58
2017-11-30,157,5.4,5265.44,789.82
2017-12-01,144,3.3,5144.42,771.66
2017-12-02,140,0.6,5398.96,809.84
2017-12-03,175,4.0,5213.37,782.01
2017-12-04,149,1.7,5378.37,806.76
2017-12-05,160,-0.5,5590.51,838.58
2017-12-06,152,-2.0,5403.29,810.49
2017-12-07,159,-1.4,5513.21,826.98
2017-12-08,151,-14.0,6256.92,938.54
2017-12-09,129,-0.7,5341.26,801.19
2017-12-10,162,-3.7,5804.87,870.73
2017-12-11,138,4.3,5219.4,782.91
2017-12-12,120,-2.2,5291.84,793.78
2017-12-13,136,-7.2,5860.0,879.0
2017-12-14,163,-2.9,5780.52,867.08
2017-12-15,152,-7.1,5616.89,842.53
2017-12-16,133,-1.2,5616.75,842.51
2017-12-17,131,-2.2,5449.07,817.36
2017-12-18,130,0.3,5183.86,777.58
2017-12-19,165,-6.9,5775.6,866.34
2017-12-20,138,-3.8,5599.92,839.99
2017-12-21,137,-9.6,5773.0,865.95
2017-12-22,145,-1.5,5747.26,862.09
2017-12-23,131,-2.4,5353.47,803.02
2017-12-24,122,-2.7,5197.54,779.63
2017-12-25,122,-4.9,5554.42,833.16
2017-12-26,122,-3.4,5492.23,823.83
2017-12-27,122,1.2,5172.17,775.83
2017-12-28,132,-6.5,5700.77,855.12
2017-12-29,120,-5.0,5398.54,809.78
2017-12-30,129,-10.0,5761.16,864.17
2017-12-31,116,-9.3,5731.85,859.78
2018-01-01,117,-5.6,5494.02,824.1
2018-01-02,84,-1.7,4853.53,728.03
2018-01-03,127,-7.3,5784.2,867.63
2018-01-04,117,-7.3,5123.83,768.57
2018-01-05,125,-8.1,5906.79,886.02
2018-01-06,66,-8.8,4752.04,712.81
2018-01-07,139,-5.6,5536.23,830.43
2018-01-08,105,-12.9,5594.74,839.21
2018-01-09,122,-1.8,5262.1,789.31
2018-01-10,89,-9.7,5443.41,816.51
2018-01-11,112,-4.3,5129.86,769.48
2018-01-12,86,-12.3,5417.28,812.59
2018-01-13,92,-4.7,5009.29,751.39
2018-01-14,129,-4.7,5531.85,829.78
2018-01-15,96,-6.0,5186.54,777.98
2018-01-16,101,-11.5,5514.01,827.1
2018-01-17,110,-6.6,5291.08,793.66
2018-01-18,103,-12.4,5484.11,822.62
2018-01-19,97,-8.8,5375.71,806.36
2018-01-20,99,-3.7,5266.59,789.99
2018-01-21,129,-4.7,5394.15,809.12
2018-01-22,91,-7.8,5096.99,764.55
2018-01-23,94,-11.8,5530.52,829.58
2018-01-24,106,-5.4,5269.21,790.38
2018-01-25,106,-7.9,5512.4,826.86
2018-01-26,106,-17.3,5673.88,851.08
2018-01-27,97,-4.9,4890.34,733.55
2018-01-28,70,-8.1,4939.34,740.9
2018-01-29,111,-3.2,5114.1,767.11
2018-01-30,68,-12.4,5179.14,776.87
2018-01-31,89,-20.7,5690.17,853.53
2018-02-01,73,-6.9,5106.15,765.92
2018-02-02,82,-6.8,5043.13,756.47
2018-02-03,87,-14.7,5517.09,827.56
2018-02-04,87,-11.8,5388.59,808.29
2018-02-05,88,3.2,4731.0,709.65
2018-02-06,105,-9.0,5425.74,813.86
2018-02-07,87,-4.8,5128.27,769.24
2018-02-08,76,-10.3,5063.19,759.48
2018-02-09,94,-16.0,5838.03,875.7
2018-02-10,97,-8.3,5275.72,791.36
2018-02-11,60,-8.6,4740.1,711.01
2018-02-12,87,-9.1,5269.44,790.42
2018-02-13,88,-7.8,5069.21,760.38
2018-02-14,73,-6.2,5067.25,760.09
2018-02-15,97,-7.8,5621.51,843.23
2018-02-16,74,-12.2,5126.89,769.03
2018-02-17,78,-5.1,5017.28,752.59
2018-02-18,73,-14.7,5085.34,762.8
2018-02-19,76,-15.0,5461.56,819.23
2018-02-20,60,-3.7,4585.4,687.81
2018-02-21,60,-4.5,4661.0,699.15
2018-02-22,99,-6.7,5095.08,764.26
2018-02-23,62,-11.9,5216.68,782.5
2018-02-24,60,-9.0,5107.22,766.08
2018-02-25,60,-7.1,4873.31,731.0
2018-02-26,65,-12.3,5026.19,753.93
2018-02-27,60,-8.7,5180.93,777.14
2018-02-28,99,-3.0,4982.16,747.32
2018-03-01,90,0.3,4529.38,679.41
2018-03-02,64,-7.0,4974.61,746.19
2018-03-03,108,-2.1,4983.02,747.45
2018-03-04,89,-12.6,5570.57,835.59
2018-03-05,70,-2.1,4694.52,704.18
2018-03-06,60,-7.8,4992.61,748.89
2018-03-07,110,-3.2,5429.01,814.35
2018-03-08,60,-5.2,4603.93,690.59
2018-03-09,60,1.2,4409.47,661.42
2018-03-10,91,-7.3,5194.77,779.22
2018-03-11,113,-1.1,5388.39,808.26
2018-03-12,97,-4.6,5045.1,756.77
2018-03-13,85,-3.9,4897.51,734.63
2018-03-14,86,-3.8,5063.97,759.59
2018-03-15,90,-6.2,5057.08,758.56
2018-03-16,89,-2.6,4996.48,749.47
2018-03-17,83,-2.6,4676.56,701.48
2018-03-18,80,-1.2,5145.03,771.75
2018-03-19,78,-1.6,4607.56,691.13
2018-03-20,69,1.5,4527.99,679.2
2018-03-21,76,2.3,4611.6,691.74
2018-03-22,60,-5.4,5079.87,761.98
2018-03-23,80,2.5,4447.76,667.16
2018-03-24,67,-5.5,5166.32,774.95
2018-03-25,66,1.9,4641.21,696.18
2018-03-26,86,2.3,4783.04,717.46
2018-03-27,105,-7.6,5216.31,782.45
2018-03-28,99,0.7,5014.22,752.13
2018-03-29,62,-1.3,4520.77,678.12
2018-03-30,72,-2.2,4964.6,744.69
2018-03-31,101,6.5,4541.65,681.25
2018-04-01,73,-1.2,4724.96,708.74
2018-04-02,85,-1.6,4799.83,719.97
2018-04-03,98,2.2,4700.31,705.05
2018-04-04,76,5.0,4606.34,690.95
2018-04-05,93,1.9,4890.24,733.54
2018-04-06,72,7.4,4522.61,678.39
2018-04-07,84,5.2,4301.83,645.27
2018-04-08,99,-5.4,5360.68,804.1
2018-04-09,71,1.5,4973.1,745.96
2018-04-10,103,1.7,4858.28,728.74
2018-04-11,97,6.1,4946.72,742.01
2018-04-12,107,-6.0,5273.48,791.02
2018-04-13,103,15.0,4120.49,618.07
2018-04-14,121,7.2,4819.36,722.9
2018-04-15,103,6.0,4888.77,733.32
2018-04-16,96,10.4,4332.92,649.94
2018-04-17,106,15.4,4250.85,637.63
2018-04-18,113,9.8,4754.93,713.24
2018-04-19,107,10.4,4575.64,686.35
2018-04-20,108,7.4,4806.92,721.04
2018-04-21,98,6.7,4685.14,702.77
2018-04-22,100,5.6,4788.78,718.32
2018-04-23,90,4.5,4596.22,689.43
2018-04-24,138,5.4,5160.93,774.14
2018-04-25,95,3.1,4641.13,696.17
2018-04-26,104,8.5,4824.65,723.7
2018-04-27,105,2.3,4822.41,723.36
2018-04-28,131,10.1,5008.34,751.25
2018-04-29,114,9.5,4652.44,697.87
2018-04-30,139,10.6,4933.35,740.0
2018-05-01,111,8.2,4641.3,696.19
2018-05-02,127,22.9,4381.1,657.17
2018-05-03,112,16.4,4114.29,617.14
2018-05-04,158,6.3,5138.99,770.85
2018-05-05,109,12.5,4454.37,668.15
2018-05-06,133,9.4,4924.21,738.63
2018-05-07,139,8.1,5166.29,774.94
2018-05-08,137,7.1,4971.65,745.75
2018-05-09,130,14.5,4499.92,674.99
2018-05-10,132,10.4,4623.49,693.52
2018-05-11,136,17.3,4700.01,705.0
2018-05-12,135,17.7,4824.98,723.75
2018-05-13,153,19.5,4996.45,749.47
2018-05-14,173,10.9,5353.09,802.96
2018-05-15,133,16.5,4692.28,703.84
2018-05-16,122,17.4,4735.64,710.35
2018-05-17,143,13.3,4872.99,730.95
2018-05-18,185,12.4,5401.35,810.2
2018-05-19,136,22.2,4579.88,686.98
2018-05-20,174,17.0,4822.69,723.4
2018-05-21,176,18.9,4945.42,741.81
2018-05-22,144,13.4,4829.12,724.37
2018-05-23,162,12.1,5087.2,763.08
2018-05-24,180,14.9,5426.24,813.94
2018-05-25,151,17.0,4797.69,719.65
2018-05-26,155,13.5,5115.34,767.3
2018-05-27,151,18.0,4720.24,708.04
2018-05-28,146,11.6,4884.7,732.71
2018-05-29,153,14.1,4690.98,703.65
2018-05-30,146,21.6,4621.65,693.25
2018-05-31,167,21.6,5032.55,754.88
2018-06-01,156,17.9,4839.13,725.87
